default,checking_balance,months_loan_duration,credit_history,purpose_furn,purpose_car,purpose_reno,purpose_edu,purpose_bus,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,otherCreditBank,otherCreditStore,existing_loans_count,job,dependents
no,3,10,1,1,0,0,0,0,2146,2,2,1,3,23,0,0,2,3,1
no,2,12,1,0,2,0,0,0,2171,2,3,4,4,38,1,0,2,2,1
no,2,12,3,1,0,0,0,0,2171,2,2,2,2,29,1,0,1,3,1
no,1,30,1,0,2,0,0,0,2181,1,5,4,4,36,0,0,2,3,1
no,3,15,3,1,0,0,0,0,2186,1,4,1,4,33,1,0,1,2,1
no,2,24,1,0,2,0,0,0,2197,1,4,4,4,43,0,0,2,3,2
no,1,20,3,1,0,0,0,0,2212,1,4,4,4,39,0,0,1,3,1
no,3,12,3,1,0,0,0,0,2214,2,3,4,3,24,0,0,1,2,1
no,1,15,3,1,0,0,0,0,2221,4,3,2,4,20,0,0,1,3,1
no,3,24,1,1,0,0,0,0,2223,3,5,4,4,52,1,0,2,3,1
no,3,18,1,1,0,0,0,0,2238,2,3,2,1,25,0,0,2,3,1
no,2,10,1,0,2,0,0,0,2241,2,2,1,3,48,0,0,2,2,2
no,2,21,3,1,0,0,0,0,2241,2,5,4,2,50,0,0,2,3,1
no,1,12,2,0,2,0,0,0,2247,2,3,2,2,36,0,1,2,3,1
no,3,18,3,0,2,0,0,0,2249,3,4,4,3,30,0,0,1,4,2
no,2,12,3,1,0,0,0,0,2251,2,3,1,2,46,0,0,1,2,1
no,2,24,3,0,2,0,0,0,2255,1,2,4,1,54,0,0,1,3,1
no,3,36,3,0,0,0,1,0,2273,2,4,3,1,32,0,0,2,3,2
no,2,12,3,1,0,0,0,0,2279,1,3,4,4,37,0,0,1,3,1
no,2,24,3,1,0,0,0,0,2284,2,4,4,2,28,0,0,1,3,1
no,1,21,1,1,0,0,0,0,2288,2,2,4,4,23,0,0,1,3,1
no,1,36,3,1,0,0,0,0,2299,4,5,4,4,39,0,0,1,3,1
no,2,9,3,1,0,0,0,0,2301,3,2,2,4,22,0,0,1,3,1
no,3,10,3,1,0,0,0,0,2315,2,5,3,4,52,0,0,1,2,1
no,2,18,2,1,0,0,0,0,2320,2,1,2,3,34,0,0,2,3,1
no,3,36,3,1,0,0,0,0,2323,2,4,4,4,24,0,0,1,3,1
no,2,24,4,0,2,0,0,0,2325,3,4,2,3,32,1,0,1,3,1
no,3,15,1,0,0,0,0,1,2326,4,3,2,4,27,1,0,1,3,1
no,2,7,3,1,0,0,0,0,2329,2,2,1,1,45,0,0,1,3,1
no,3,12,1,1,0,0,0,0,2331,1,5,1,4,49,0,0,1,3,1
no,3,30,3,1,0,0,0,0,2333,4,5,4,2,30,1,0,1,4,1
no,1,24,2,1,0,0,0,0,2333,1,2,4,2,29,1,0,1,2,1
no,3,36,1,1,0,0,0,0,2337,2,5,4,4,36,0,0,1,3,1
no,3,24,1,0,2,0,0,0,2346,2,4,4,3,35,0,0,2,3,1
no,3,36,1,1,0,0,0,0,2348,2,3,3,2,46,0,0,2,3,1
no,3,21,2,0,2,0,0,0,2353,2,3,1,4,47,0,0,2,3,1
no,2,15,1,0,2,0,0,0,2360,4,3,2,2,36,0,0,1,3,1
no,1,12,1,0,2,0,0,0,2366,4,4,3,3,36,0,0,1,4,1
no,2,24,2,0,0,0,0,1,2375,4,3,4,2,44,0,0,2,3,2
no,2,24,3,1,0,0,0,0,2384,2,5,4,4,64,1,0,1,2,1
no,3,18,3,1,0,0,0,0,2389,2,2,4,1,27,0,1,1,3,1
no,2,12,3,0,2,0,0,0,2390,1,5,4,3,50,0,0,1,3,1
no,1,36,3,1,0,0,0,0,2394,1,3,4,4,25,0,0,1,3,1
no,1,18,1,1,0,0,0,0,2404,2,3,2,2,26,0,0,2,3,1
no,2,9,1,1,0,0,0,0,2406,2,1,2,3,31,0,0,1,4,1
no,3,7,3,1,0,0,0,0,2415,2,3,3,2,34,0,0,1,3,1
no,1,24,1,1,0,0,0,0,2424,1,5,4,4,53,0,0,2,3,1
no,1,18,2,0,0,0,0,1,2427,1,5,4,2,42,0,0,2,3,1
no,2,27,1,0,0,0,0,1,2442,2,5,4,4,43,0,1,4,4,2
no,1,12,3,0,2,0,0,0,2445,1,2,2,4,26,0,0,1,3,1
no,1,24,1,0,2,0,0,0,2463,3,4,4,3,27,0,0,2,3,1
no,1,21,3,0,2,0,0,0,2476,1,5,4,4,46,0,0,1,4,1
no,3,24,4,1,0,0,0,0,2483,4,3,4,4,22,0,1,1,3,1
no,1,30,2,0,0,0,0,1,2503,3,5,4,2,41,0,1,2,3,1
no,3,9,3,0,2,0,0,0,2507,4,5,2,4,51,0,0,1,2,1
no,1,15,3,0,2,0,0,0,2511,2,1,1,4,23,0,0,1,3,1
no,1,18,3,1,0,0,0,0,2515,2,3,3,4,43,0,0,1,3,1
no,1,30,3,1,0,0,0,0,2522,2,5,1,3,39,0,0,1,3,2
no,1,27,3,0,0,0,0,1,2528,2,2,4,1,32,0,0,1,3,2
no,3,39,3,0,2,0,0,0,2569,4,3,4,4,24,0,0,1,3,1
no,3,7,3,1,0,0,0,0,2576,2,3,2,2,35,0,0,1,3,1
no,2,12,3,1,0,0,0,0,2577,2,3,2,1,42,0,0,1,3,1
no,1,24,1,1,0,0,0,0,2578,5,5,2,2,34,0,0,1,3,1
no,3,12,3,1,0,0,0,0,2578,2,1,3,4,55,0,0,1,4,1
no,1,24,3,0,2,0,0,0,2603,5,3,2,4,28,0,0,1,3,1
no,1,21,3,1,0,0,0,0,2606,2,2,4,4,28,0,0,1,4,1
no,2,24,1,1,0,0,0,0,2611,2,5,4,3,46,0,0,2,3,1
no,1,36,5,0,0,1,0,0,2613,2,3,4,2,27,0,0,2,3,1
no,3,18,3,0,0,0,0,1,2622,3,3,4,4,34,0,0,1,3,1
no,3,20,2,0,1,0,0,0,2629,2,3,2,3,29,1,0,2,3,1
no,2,15,3,0,0,1,0,0,2631,3,3,3,2,25,0,0,1,2,1
no,2,6,3,1,0,0,0,0,2647,4,3,2,3,44,0,0,1,3,2
no,1,18,3,1,0,0,0,0,2659,5,3,4,2,28,0,0,1,3,1
no,2,18,3,0,2,0,0,0,2662,1,4,4,3,32,0,0,1,3,1
no,1,24,3,0,2,0,0,0,2670,2,5,4,4,35,0,0,1,4,1
no,1,22,3,1,0,0,0,0,2675,4,5,3,4,40,0,0,1,3,1
no,2,24,3,0,2,0,0,0,2679,2,2,4,1,29,0,0,1,4,1
no,1,24,1,1,0,0,0,0,2684,2,3,4,2,35,0,0,2,2,1
no,3,15,3,0,0,0,0,1,2687,2,4,2,4,26,0,0,1,3,1
no,3,9,3,1,0,0,0,0,2697,2,3,1,2,32,0,0,1,3,2
no,3,15,3,1,0,0,0,0,2708,2,2,2,3,27,1,0,2,2,1
no,1,15,1,1,0,0,0,0,2728,1,4,4,2,35,1,0,3,3,1
no,3,28,1,1,0,0,0,0,2743,2,5,4,2,29,0,0,2,3,1
no,2,21,1,1,0,0,0,0,2745,5,4,3,2,32,0,0,2,3,1
no,3,12,1,0,0,0,1,0,2748,2,5,2,4,57,1,0,3,2,1
no,2,48,1,0,2,0,0,0,2751,1,5,4,3,38,0,0,2,3,2
no,3,9,3,1,0,0,0,0,2753,3,5,3,4,35,0,0,1,3,1
no,1,12,5,1,0,0,0,0,2759,2,5,2,4,34,0,0,2,3,1
no,3,24,3,0,2,0,0,0,2760,1,5,4,4,36,1,0,1,3,1
no,2,33,2,0,0,0,0,1,2764,2,3,2,2,26,0,0,2,3,1
no,2,18,3,0,2,0,0,0,2779,2,3,1,3,21,0,0,1,3,1
no,3,21,3,0,2,0,0,0,2782,4,4,1,2,31,1,0,1,4,1
no,2,15,1,1,0,0,0,0,2788,2,4,2,3,24,1,0,2,3,1
no,1,9,1,0,2,0,0,0,2799,2,3,2,2,36,0,0,2,3,2
no,2,24,3,0,2,0,0,0,2812,1,5,2,4,26,0,0,1,3,1
no,1,24,1,0,0,0,0,1,2825,1,4,4,3,34,0,0,2,3,2
no,2,24,4,1,0,0,0,0,2828,4,3,4,4,22,0,1,1,3,1
no,3,30,1,1,0,0,0,0,2831,2,3,4,2,33,0,0,1,3,1
no,1,24,3,1,0,0,0,0,2835,4,5,3,4,53,0,0,1,3,1
no,2,10,3,0,2,0,0,0,2848,3,3,1,2,32,0,0,1,3,2
no,1,12,3,0,2,0,0,0,2859,1,1,4,4,38,0,0,1,4,1
no,1,36,2,0,2,0,0,0,2862,3,5,4,3,30,0,0,1,3,1
no,1,24,1,1,0,0,0,0,2872,3,5,3,4,36,0,0,1,3,2
no,3,24,3,1,0,0,0,0,2892,2,5,3,4,51,0,0,1,3,1
no,3,24,3,1,0,0,0,0,2896,3,2,2,1,29,0,0,1,3,1
no,3,18,2,0,2,0,0,0,2899,1,5,4,4,43,0,0,1,3,2
no,1,10,3,0,2,0,0,0,2901,1,2,1,4,31,0,0,1,3,1
no,1,24,3,0,2,0,0,0,2910,2,4,2,1,34,0,0,1,4,1
no,1,21,3,0,2,0,0,0,2923,3,3,1,1,28,1,0,1,4,1
no,2,24,3,0,2,0,0,0,2924,2,3,3,4,63,1,0,1,3,2
no,2,12,3,1,0,0,0,0,2930,2,4,2,1,27,0,0,1,3,1
no,3,24,1,0,2,0,0,0,2957,2,5,4,4,63,0,0,2,3,1
no,1,24,3,0,2,0,0,0,2964,1,5,4,4,49,1,0,1,3,2
no,3,6,3,1,0,0,0,0,2978,4,3,1,2,32,0,0,1,3,1
no,2,24,2,0,0,0,0,1,2978,1,3,4,4,32,0,0,2,3,2
no,1,30,3,1,0,0,0,0,2991,1,5,2,4,25,0,0,1,3,1
no,3,21,2,0,2,0,0,0,2993,2,3,3,2,28,0,1,2,2,1
no,1,18,3,1,0,0,0,0,3001,2,4,2,4,40,0,0,1,3,1
no,2,12,3,1,0,0,0,0,3016,2,3,3,1,24,0,0,1,3,1
no,2,30,1,1,0,0,0,0,3017,2,5,4,4,47,0,0,1,3,1
no,3,12,3,1,0,0,0,0,3017,2,2,3,1,34,0,0,1,4,1
no,1,24,3,1,0,0,0,0,3021,2,3,2,2,24,0,0,1,2,1
no,2,15,3,0,2,0,0,0,3029,2,4,2,2,33,0,0,1,3,1
no,3,18,3,1,0,0,0,0,3049,2,2,1,1,45,0,1,1,2,1
no,1,12,3,1,0,0,0,0,3059,5,4,2,4,61,0,0,1,2,1
no,1,24,3,1,0,0,0,0,3062,4,5,4,3,32,0,0,1,3,1
no,1,24,3,1,0,0,0,0,3069,3,5,4,4,30,0,0,1,3,1
no,2,9,1,1,0,0,0,0,3074,1,3,1,2,33,0,0,2,3,2
no,2,30,1,1,0,0,0,0,3077,1,5,3,2,40,0,0,2,3,2
no,1,12,3,1,0,0,0,0,3077,2,3,2,4,52,0,0,1,3,1
no,2,36,3,0,2,0,0,0,3079,1,3,4,4,36,0,0,1,3,1
no,1,18,5,0,0,0,0,1,3104,2,4,3,1,31,1,0,1,3,1
no,2,24,3,1,0,0,0,0,3105,1,2,4,2,25,0,0,2,3,1
no,2,12,1,0,2,0,0,0,3124,2,2,1,3,49,1,0,2,2,2
no,1,24,1,1,0,0,0,0,3148,1,3,3,2,31,0,0,2,3,1
no,2,24,3,1,0,0,0,0,3149,2,2,4,1,22,1,0,1,3,1
no,3,21,3,1,0,0,0,0,3160,1,5,4,3,41,0,0,1,3,1
no,2,24,3,1,0,0,0,0,3181,2,2,4,4,26,0,0,1,3,1
no,2,15,3,0,2,0,0,0,3186,5,4,2,3,20,0,0,1,3,1
no,3,9,3,0,2,0,0,0,3195,1,3,1,2,33,0,0,1,2,1
no,1,18,3,1,0,0,0,0,3213,4,2,1,3,25,0,0,1,3,1
no,1,18,1,0,2,0,0,0,3229,1,1,2,4,38,0,0,1,4,1
no,1,24,3,1,0,0,0,0,3235,4,5,3,2,26,0,0,1,4,1
no,3,18,5,1,0,0,0,0,3244,2,3,1,4,33,1,0,2,3,1
no,3,36,3,0,2,0,0,0,3249,2,4,2,4,39,1,0,1,4,2
no,3,21,1,0,2,0,0,0,3275,2,5,1,4,36,0,0,1,4,1
no,3,12,1,1,0,0,0,0,3331,2,5,2,4,42,0,1,1,3,1
no,1,36,1,1,0,0,0,0,3342,1,5,4,2,51,0,0,1,3,1
no,1,15,1,1,0,0,0,0,3343,2,3,4,2,28,0,0,1,3,1
no,2,21,3,1,0,0,0,0,3357,5,2,4,2,29,1,0,1,3,1
no,3,15,1,0,2,0,0,0,3368,5,5,3,4,23,0,0,2,3,1
no,2,18,3,0,2,0,0,0,3378,1,3,2,1,31,0,0,1,3,1
no,2,4,1,0,2,0,0,0,3380,2,4,1,1,37,0,0,1,3,2
no,2,42,1,0,0,1,0,0,3394,2,1,4,4,65,0,0,2,1,1
no,1,8,1,0,2,0,0,0,3398,2,4,1,4,39,0,0,2,2,1
no,3,12,3,1,0,0,0,0,3399,1,5,2,3,37,0,0,1,4,1
no,3,27,3,1,0,0,0,0,3416,2,3,3,2,27,0,0,1,4,1
no,2,18,3,1,0,0,0,0,3422,2,5,4,4,47,1,0,3,3,2
no,2,24,3,1,0,0,0,0,3430,4,5,3,2,31,0,0,1,3,2
no,3,12,4,0,0,0,1,0,3447,4,3,4,3,35,0,0,1,2,2
no,3,5,3,0,0,0,0,1,3448,2,4,1,4,74,0,0,1,2,1
no,3,20,1,0,2,0,0,0,3485,1,2,2,4,44,0,0,2,3,1
no,2,24,3,0,2,0,0,0,3488,3,4,3,4,23,0,0,1,3,1
no,3,30,4,1,0,0,0,0,3496,5,3,4,2,34,0,1,1,3,2
no,1,18,3,1,0,0,0,0,3509,2,4,4,1,25,0,0,1,3,1
no,2,24,3,0,2,0,0,0,3512,3,4,2,3,38,1,0,2,3,1
no,3,6,3,0,2,0,0,0,3518,2,3,2,3,26,0,0,1,3,1
no,1,12,3,0,2,0,0,0,3527,1,2,2,3,45,0,0,1,4,2
no,2,36,1,0,2,0,0,0,3535,2,4,4,4,37,0,0,2,3,1
no,3,15,3,0,2,0,0,0,3556,1,3,3,2,29,0,0,1,3,1
no,3,12,1,0,0,0,1,0,3565,1,2,2,1,37,0,0,2,2,2
no,3,48,4,0,0,0,0,1,3566,3,4,4,2,30,0,0,1,3,1
no,2,15,3,1,0,0,0,0,3568,2,5,4,2,54,1,0,1,4,1
no,3,12,1,1,0,0,0,0,3573,2,3,1,1,23,0,0,1,2,1
no,3,9,3,0,2,0,0,0,3577,3,3,1,2,26,0,0,1,3,2
no,2,48,1,1,0,0,0,0,3578,1,5,4,1,47,0,0,1,3,1
no,1,18,1,0,0,0,0,1,3590,2,1,3,3,40,0,0,3,1,2
no,2,12,3,1,0,0,0,0,3590,2,3,2,2,29,0,0,1,2,2
no,1,15,2,0,2,0,0,0,3594,2,2,1,2,46,0,0,2,2,1
no,1,36,3,1,0,0,0,0,3595,2,5,4,2,28,0,0,1,3,1
no,3,21,3,1,0,0,0,0,3599,2,4,1,4,26,0,0,1,2,1
no,2,48,4,0,0,0,0,1,3609,2,3,1,1,27,0,1,1,3,1
no,1,18,1,1,0,0,0,0,3612,2,5,3,4,37,0,0,1,3,1
no,1,24,1,1,0,0,0,0,3617,1,5,4,4,20,0,0,2,3,1
no,2,12,1,1,0,0,0,0,3617,2,5,1,4,28,0,0,3,3,1
no,3,36,3,1,0,0,0,0,3620,2,3,1,2,37,0,0,1,3,2
no,3,30,3,1,0,0,0,0,3622,5,5,4,4,57,0,0,2,3,1
no,2,24,4,0,2,0,0,0,3632,2,3,1,4,22,1,0,1,3,1
no,2,15,2,1,0,0,0,0,3643,2,5,1,4,27,0,0,2,2,1
no,2,18,3,1,0,0,0,0,3650,2,2,1,4,22,0,0,1,3,1
no,1,12,3,0,2,0,0,0,3651,5,3,1,3,31,0,0,1,3,2
no,3,21,1,0,0,0,0,1,3652,2,4,2,3,27,0,0,2,3,1
no,3,30,1,1,0,0,0,0,3656,1,5,4,4,49,0,1,2,2,1
no,3,24,3,1,0,0,0,0,3660,2,3,2,4,28,0,0,1,3,1
no,3,6,1,0,2,0,0,0,3676,2,3,1,3,37,0,0,3,3,2
no,2,36,3,0,0,0,1,0,3711,1,3,2,2,27,0,0,1,3,1
no,1,24,3,1,0,0,0,0,3749,2,2,2,4,26,0,0,1,3,1
no,3,24,3,0,2,0,0,0,3757,2,5,4,4,62,0,0,1,3,1
no,1,24,3,1,0,0,0,0,3758,4,1,1,4,23,0,0,1,1,1
no,1,21,3,0,2,0,0,0,3763,1,4,2,2,24,0,0,1,2,1
no,1,24,1,1,0,0,0,0,3777,5,3,4,4,50,0,0,1,3,1
no,3,18,1,1,0,0,0,0,3780,2,2,3,2,35,0,0,2,4,1
no,3,15,3,0,2,0,0,0,3812,3,2,1,4,23,0,0,1,3,1
no,3,30,3,1,0,0,0,0,3832,2,2,2,1,22,0,0,1,3,1
no,1,9,3,0,0,0,1,0,3832,1,5,1,4,64,0,0,1,2,1
no,1,36,3,1,0,0,0,0,3835,1,5,2,4,45,0,0,1,2,1
no,3,18,1,0,2,0,0,0,3850,2,4,3,1,27,0,0,2,3,1
no,1,30,3,0,2,0,0,0,3857,2,3,4,4,40,0,0,1,4,1
no,2,24,2,0,0,0,0,1,3863,2,3,1,2,32,0,0,1,3,1
no,3,24,1,0,2,0,0,0,3868,2,5,4,2,41,0,0,2,4,1
no,3,18,3,0,0,1,0,0,3872,2,1,2,4,67,0,0,1,3,1
no,2,24,1,0,2,0,0,0,3878,3,2,4,2,37,0,0,1,3,1
no,2,11,1,0,2,0,0,0,3905,2,3,2,2,36,0,0,2,3,2
no,1,36,3,1,0,0,0,0,3913,2,3,2,2,23,0,0,1,3,1
no,1,11,1,0,2,0,0,0,3939,2,3,1,2,40,0,0,2,2,2
no,1,10,3,0,2,0,0,0,3949,2,2,1,1,37,0,0,1,2,2
no,1,36,3,1,0,0,0,0,3959,2,1,4,3,30,0,0,1,4,1
no,3,24,3,1,0,0,0,0,3972,2,4,2,4,25,0,0,1,3,1
no,1,14,3,0,2,0,0,0,3973,2,1,1,4,22,0,0,1,3,1
no,3,21,3,1,0,0,0,0,3976,1,4,2,3,35,0,0,1,3,1
no,3,48,3,1,0,0,0,0,3979,1,4,4,1,41,0,0,2,3,2
no,1,36,4,1,0,0,0,0,3990,1,2,3,2,29,1,0,1,1,1
no,1,24,3,1,0,0,0,0,4020,2,3,2,2,27,0,1,1,3,1
no,3,42,1,1,0,0,0,0,4042,4,3,4,4,36,0,0,2,3,1
no,3,24,1,0,2,0,0,0,4042,1,4,3,4,43,0,0,2,3,1
no,3,24,1,0,0,0,0,1,4139,3,3,3,3,27,0,0,2,2,1
no,3,24,2,1,0,0,0,0,4151,3,3,2,3,35,0,0,2,3,1
no,2,24,3,1,0,0,0,0,4169,2,3,4,4,28,0,0,1,3,1
no,3,30,5,0,0,0,0,1,4221,2,3,2,1,28,0,0,2,3,1
no,1,20,1,1,0,0,0,0,4272,2,5,1,4,24,0,0,2,3,1
no,1,30,2,0,0,0,0,1,4272,3,3,2,2,26,0,0,2,2,1
no,2,24,3,1,0,0,0,0,4351,1,3,1,4,48,0,0,1,2,1
no,3,18,3,0,2,0,0,0,4380,3,3,3,4,35,0,0,1,2,2
no,1,18,3,0,0,0,0,1,4439,2,5,1,1,33,1,0,1,4,1
no,3,36,2,1,0,0,0,0,4454,2,3,4,4,34,0,0,2,3,1
no,3,36,3,1,0,0,0,0,4473,2,5,4,2,31,0,0,1,3,1
no,2,24,1,0,0,0,0,1,4526,2,3,3,2,74,0,0,1,4,1
no,3,27,1,1,0,0,0,0,4526,5,2,4,2,32,0,1,2,2,2
no,3,30,1,1,0,0,0,0,4530,2,4,4,4,26,0,0,1,4,1
no,1,45,1,0,2,0,0,0,4576,3,1,3,4,27,0,0,1,3,1
no,1,30,5,1,0,0,0,0,4583,2,3,2,2,32,0,0,2,3,1
no,1,18,3,1,0,0,0,0,4594,2,2,3,2,32,0,0,1,3,1
no,1,15,3,0,2,0,0,0,4657,2,3,3,2,30,0,0,1,3,1
no,1,12,3,0,2,0,0,0,4675,1,2,1,4,20,0,0,1,3,1
no,3,24,2,0,2,0,0,0,4679,2,4,3,3,35,0,0,2,2,1
no,1,36,3,0,2,0,0,0,4686,2,3,2,2,32,0,0,1,4,1
no,1,24,2,0,0,0,0,1,4712,1,3,4,2,37,1,0,2,4,1
no,1,6,1,0,2,0,0,0,4716,1,2,1,3,44,0,0,2,2,2
no,3,11,2,1,0,0,0,0,4771,2,4,2,4,51,0,0,1,3,1
no,2,48,3,0,2,0,0,0,4788,2,4,4,3,26,0,0,1,3,2
no,1,36,3,1,0,0,0,0,4795,2,2,4,1,30,0,0,1,4,1
no,1,42,1,0,2,0,0,0,4796,2,5,4,4,56,0,0,1,3,1
no,3,30,3,0,2,0,0,0,4811,1,4,2,4,24,0,1,1,2,1
no,3,15,1,0,2,0,0,0,5045,1,5,1,4,59,0,0,1,3,1
no,3,24,3,1,0,0,0,0,5084,1,5,2,4,42,0,0,1,3,1
no,3,24,1,1,0,0,0,0,5103,2,2,3,3,47,0,0,3,3,1
no,2,27,2,0,0,0,0,1,5117,2,4,3,4,26,0,0,2,3,1
no,1,24,1,1,0,0,0,0,5150,2,5,4,4,33,0,0,1,3,1
no,2,24,3,1,0,0,0,0,5152,2,4,4,2,25,1,0,1,3,1
no,2,27,3,0,0,1,0,0,5190,1,5,4,4,48,0,0,4,3,2
no,2,21,3,0,2,0,0,0,5248,1,3,1,3,26,0,0,1,3,1
no,2,18,1,0,2,0,0,0,5302,2,5,2,4,36,0,0,3,4,1
no,1,15,3,0,2,0,0,0,5324,4,5,1,4,35,0,0,1,3,1
no,3,36,1,1,0,0,0,0,5371,2,3,3,2,28,0,0,2,3,1
no,1,48,3,0,1,0,0,0,5381,1,1,3,4,40,1,0,1,1,1
no,3,24,3,0,2,0,0,0,5433,1,1,2,4,26,0,0,1,4,1
no,2,36,3,0,2,0,0,0,5493,2,5,2,4,42,0,0,1,3,2
no,3,24,1,0,0,1,0,0,5507,2,5,3,4,44,0,0,2,3,1
no,3,24,3,1,0,0,0,0,5511,3,3,4,1,25,0,1,1,3,1
no,3,36,1,0,2,0,0,0,5711,5,5,4,2,38,0,0,2,4,1
no,3,36,3,0,0,0,0,1,5742,3,4,2,2,31,0,0,2,3,1
no,2,24,1,0,0,0,1,0,5743,2,2,2,4,24,0,0,2,3,1
no,2,30,1,1,0,0,0,0,5771,2,4,4,2,25,0,0,2,3,1
no,2,36,1,0,2,0,0,0,5800,2,3,3,4,34,0,0,2,3,1
no,3,12,1,1,0,0,0,0,5801,1,5,2,4,49,0,0,1,3,1
no,3,24,1,0,2,0,0,0,5804,5,3,4,2,27,0,0,2,3,1
no,1,36,1,0,2,0,0,0,5842,2,5,2,2,35,0,0,2,3,2
no,2,36,3,1,0,0,0,0,5848,2,3,4,1,24,0,0,1,3,1
no,3,18,3,0,2,0,0,0,5866,3,3,2,2,30,0,0,2,3,1
no,3,42,1,0,0,0,0,1,5954,2,4,2,1,41,1,0,2,2,1
no,3,30,1,1,0,0,0,0,5954,2,4,3,2,38,0,0,1,3,1
no,3,27,2,0,2,0,0,0,5965,2,5,1,2,30,0,0,2,4,1
no,3,18,1,1,0,0,0,0,6070,2,5,3,4,33,0,0,2,3,1
no,2,12,3,0,2,0,0,0,6078,2,4,2,2,32,0,0,1,3,1
no,1,48,1,0,0,0,1,0,6110,2,3,1,3,31,1,0,1,3,1
no,3,20,5,0,2,0,0,0,6148,3,5,3,4,31,1,0,2,3,1
no,2,30,1,0,2,0,0,0,6187,3,4,1,4,24,0,0,2,3,1
no,2,18,2,0,0,1,0,0,6204,2,3,2,4,44,0,0,1,2,2
no,3,18,3,0,2,0,0,0,6260,2,4,3,3,28,0,0,1,2,1
no,3,42,5,0,0,0,0,1,6289,2,2,2,1,33,0,0,2,3,1
no,3,36,1,0,0,0,0,1,6304,1,5,4,4,36,0,0,2,3,1
no,3,24,3,0,2,0,0,0,6313,1,5,3,4,41,0,0,1,4,2
no,3,24,1,0,1,0,0,0,6314,2,1,4,2,27,1,0,2,4,1
no,1,18,1,1,0,0,0,0,6361,2,5,2,1,41,0,0,1,3,1
no,3,24,2,1,0,0,0,0,6403,2,2,1,2,33,0,0,1,3,1
no,2,24,1,0,2,0,0,0,6419,2,5,2,4,44,0,0,2,4,2
no,2,20,3,0,2,0,0,0,6468,1,1,1,4,60,0,0,1,4,1
no,3,60,3,0,2,0,0,0,6527,1,3,4,4,34,0,0,1,3,2
no,2,24,3,0,0,0,0,1,6568,2,3,2,2,21,0,1,1,2,1
no,3,24,3,0,2,0,0,0,6579,2,1,4,2,29,0,0,1,4,1
no,3,36,1,0,2,0,0,0,6614,2,5,4,4,34,0,0,2,4,1
no,2,24,1,0,2,0,0,0,6615,2,1,2,4,75,0,0,2,4,1
no,2,48,2,0,0,0,0,1,6681,1,3,4,4,38,0,0,1,3,2
no,3,30,1,1,0,0,0,0,6742,1,4,2,3,36,0,0,2,3,1
no,3,6,1,0,2,0,0,0,6761,2,4,1,3,45,0,0,2,4,2
no,2,24,1,0,2,0,0,0,6842,1,3,2,4,46,0,0,2,4,2
no,1,36,3,0,2,0,0,0,6948,2,3,2,2,35,0,0,1,4,1
no,3,24,2,0,0,0,0,1,6967,3,4,4,4,36,0,0,1,4,1
no,2,20,2,0,2,0,0,0,7057,1,4,3,4,36,1,0,2,4,2
no,3,42,3,1,0,0,0,0,7166,1,4,2,4,29,0,0,1,3,1
no,3,11,1,0,2,0,0,0,7228,2,3,1,4,39,0,0,2,2,1
no,3,48,2,1,0,0,0,0,7238,1,5,3,3,32,1,0,2,3,2
no,3,33,1,0,2,0,0,0,7253,2,4,3,2,35,0,0,2,4,1
no,2,10,3,0,2,0,0,0,7308,2,1,2,4,70,1,0,1,4,1
no,1,18,1,1,0,0,0,0,7374,2,1,4,4,40,0,1,2,4,1
no,3,24,3,0,2,0,0,0,7393,2,3,1,4,43,0,0,1,2,2
no,2,36,3,0,0,0,0,1,7409,1,5,3,2,37,0,0,2,3,1
no,1,60,2,1,0,0,0,0,7418,1,3,1,1,27,0,0,1,2,1
no,3,36,2,0,2,0,0,0,7432,2,3,2,2,54,0,0,1,3,1
no,3,12,3,0,2,0,0,0,7472,1,1,1,2,24,0,0,1,1,1
no,2,48,3,0,0,0,1,0,7476,2,4,4,1,50,0,0,1,4,1
no,3,48,2,0,1,0,0,0,7582,3,1,2,4,31,0,0,1,4,1
no,2,30,1,0,2,0,0,0,7596,1,5,1,4,63,0,0,2,3,1
no,2,48,1,0,0,0,0,1,7629,1,5,4,2,46,1,0,2,4,2
no,1,36,2,1,0,0,0,0,7678,4,4,2,4,40,0,0,2,3,1
no,2,24,3,1,0,0,0,0,7721,1,2,1,2,30,0,0,1,3,1
no,3,24,1,0,2,0,0,0,7758,5,5,2,4,29,0,0,1,3,1
no,1,24,3,0,2,0,0,0,7814,2,4,3,3,38,0,0,1,4,1
no,1,28,4,0,2,0,0,0,7824,1,2,3,4,40,1,0,2,3,2
no,2,42,3,1,0,0,0,0,7882,2,4,2,4,45,0,0,1,3,2
no,2,26,3,0,2,0,0,0,7966,2,2,2,3,30,0,0,2,3,1
no,1,30,5,0,0,0,0,1,8072,1,2,2,3,25,1,0,3,3,1
no,2,36,3,0,2,0,0,0,8133,2,3,1,2,30,1,0,1,3,1
no,1,48,5,0,2,0,0,0,8358,4,2,1,1,30,0,0,2,3,1
no,1,18,2,0,0,0,1,0,8471,1,3,1,2,23,0,0,2,3,1
no,1,48,3,0,2,0,0,0,8487,1,4,1,2,24,0,0,1,3,1
no,1,39,3,0,2,0,0,0,8588,3,5,4,2,45,0,0,1,4,1
no,2,27,2,0,2,0,0,0,8613,5,3,2,2,27,0,0,2,3,1
